,distance,sentiment
ignoramuses,0.3844026548672566,-0.5106
ignorance,0.2997787610619469,-0.3612
ignorant,0.37776548672566373,-0.2732
ignorantly,0.33517699115044247,-0.3818
ignore,0.30973451327433627,-0.3612
ignored,0.30807522123893805,-0.3182
ignores,0.3661504424778761,-0.2732
ignoring,0.29535398230088494,-0.4019
ilk,0.15210176991150443,0.3612
ill,0.16039823008849557,-0.4215
illegal,0.20741150442477876,-0.5574
illegitimacy,0.19469026548672566,-0.5719
illegitimate,0.19469026548672566,-0.5423
illiteracy,0.34457964601769914,-0.4404
illiterate,0.372787610619469,-0.2732
illness,0.3700221238938053,-0.4019
illnesses,0.3528761061946903,-0.4939
illogical,0.2168141592920354,-0.3182
ills,0.2848451327433628,-0.296
illuminate,0.38882743362831856,0.3818
illuminated,0.38882743362831856,0.3818
illuminates,0.38882743362831856,0.3818
illuminating,0.38882743362831856,0.3818
illusion,0.4303097345132743,-0.0516
illusionist,0.3860619469026549,0.5267
illusionists,0.3860619469026549,0.5267
illusions,0.4303097345132743,-0.0516
illustrious,0.5049778761061947,0.5719
imagination,0.21626106194690264,0.25
imaginations,0.21626106194690264,0.25
imbecile,0.1543141592920354,-0.4939
imbeciles,0.1543141592920354,-0.5106
imbecilic,0.1277654867256637,-0.4939
imbecilities,0.15597345132743362,-0.4404
imbecility,0.15597345132743362,-0.4404
imbibe,0.18584070796460178,-0.4404
imbibed,0.18418141592920353,-0.4404
imbibing,0.17146017699115043,-0.4404
imitation,0.3573008849557522,-0.4767
immaculate,0.34900442477876104,0.4588
immaterial,0.3467920353982301,-0.2023
immature,0.4618362831858407,-0.4215
immense,0.3180309734513274,0.3182
immobilise,0.2472345132743363,-0.3182
immobilised,0.2472345132743363,-0.3182
immobilises,0.2472345132743363,-0.3182
immobilising,0.2472345132743363,-0.3182
immoral,0.36172566371681414,-0.4588
immorality,0.34623893805309736,-0.1531
immorally,0.42035398230088494,-0.4767
immortal,0.4325221238938053,0.25
immortals,0.4325221238938053,0.25
immune,0.3877212389380531,0.296
immured,0.4303097345132743,-0.34
impact,0.3506637168141593,-0.3818
impacts,0.40707964601769914,-0.3818
impaired,0.3064159292035398,-0.3612
impairment,0.2743362831858407,-0.4939
impairments,0.2743362831858407,-0.4939
impart,0.42533185840707965,-0.0516
imparted,0.40763274336283184,-0.0516
impartial,0.3821902654867257,0.4404
imparting,0.3633849557522124,-0.0516
imparts,0.4817477876106195,-0.0516
impasse,0.4198008849557522,-0.34
impassioned,0.3733407079646018,0.4767
impassiveness,0.4518805309734513,-0.0516
impassivity,0.43860619469026546,-0.0516
impatience,0.3274336283185841,-0.4215
impatient,0.35564159292035397,-0.296
impatiently,0.35564159292035397,-0.4019
impeach,0.2555309734513274,-0.2023
impeached,0.21349557522123894,-0.2023
impeaches,0.23838495575221239,-0.2023
impeccable,0.2323008849557522,0.4588
impede,0.24778761061946902,-0.4404
impeded,0.2461283185840708,-0.4404
impedes,0.30420353982300885,-0.4404
impediment,0.19800884955752213,-0.4019
impediments,0.19800884955752213,-0.4019
impeding,0.2334070796460177,-0.4404
imperfect,0.32245575221238937,-0.3182
imperfection,0.32245575221238937,-0.5719
imperfections,0.32245575221238937,-0.5719
imperfectly,0.32245575221238937,-0.6369
imperil,0.3235619469026549,-0.4939
impersonal,0.40707964601769914,-0.3182
impertinent,0.3633849557522124,0.3182
impish,0.34623893805309736,-0.5267
implement,0.28373893805309736,-0.1027
implemented,0.28373893805309736,-0.1027
implementing,0.28373893805309736,-0.1027
implements,0.28373893805309736,-0.1027
implication,0.2975663716814159,0.2732
implications,0.2975663716814159,0.2732
implore,0.3766592920353982,0.3182
implored,0.3644911504424779,0.3182
implores,0.4059734513274336,0.3182
imploring,0.3202433628318584,0.3182
impolite,0.372787610619469,-0.3818
impoliteness,0.3368362831858407,-0.4215
import,0.4717920353982301,0.2732
importance,0.45851769911504425,0.3612
important,0.48672566371681414,0.2023
importantly,0.48672566371681414,0.3182
imports,0.5282079646017699,0.2732
impose,0.39435840707964603,-0.296
imposed,0.3926991150442478,-0.0772
imposes,0.45077433628318586,-0.1027
imposing,0.3799778761061947,-0.1027
impossible,0.42035398230088494,-0.4588
imposter,0.49889380530973454,-0.4767
imposters,0.49889380530973454,-0.4767
impostor,0.5210176991150443,-0.4767
impostors,0.5210176991150443,-0.4767
impotent,0.4596238938053097,-0.2732
impotently,0.4170353982300885,-0.34
impoverish,0.461283185840708,-0.4767
impoverished,0.461283185840708,-0.4767
impoverishing,0.461283185840708,-0.4767
impoverishment,0.461283185840708,-0.5106
impractical,0.38495575221238937,0.5267
impregnable,0.3467920353982301,0.34
impress,0.47345132743362833,0.4404
impressed,0.4314159292035398,0.4767
impresses,0.4563053097345133,0.4767
impressing,0.41150442477876104,0.5423
impression,0.41648230088495575,0.2263
impressionable,0.41648230088495575,0.0516
impressionism,0.41648230088495575,0.2023
impressionist,0.41648230088495575,0.25
impressionistic,0.41648230088495575,0.3612
impressionists,0.41648230088495575,0.128
impressions,0.41648230088495575,0.2263
impressive,0.4823008849557522,0.5106
impressively,0.4823008849557522,0.4588
impressiveness,0.4823008849557522,0.4019
imprimatur,0.4413716814159292,0.3182
imprint,0.43805309734513276,-0.5719
imprinted,0.39601769911504425,0.4404
imprinting,0.37610619469026546,0.4404
imprints,0.46736725663716816,-0.5719
imprison,0.4258849557522124,-0.34
imprisoned,0.39491150442477874,-0.4588
imprisoning,0.38163716814159293,-0.34
imprisons,0.4258849557522124,-0.34
improbable,0.37057522123893805,0.2023
improper,0.439712389380531,-0.4767
improprieties,0.41426991150442477,0.5267
impropriety,0.41426991150442477,0.5267
improve,0.5005530973451328,0.4404
improved,0.4883849557522124,0.4767
improvement,0.4524336283185841,0.4588
improvements,0.4524336283185841,0.3182
improver,0.519358407079646,0.4215
improves,0.5298672566371682,0.4215
improving,0.44413716814159293,0.4215
impudent,0.439712389380531,0.3182
impulsive,0.5110619469026548,0.0772
impure,0.4668141592920354,-0.4019
inabilities,0.19081858407079647,-0.4019
inability,0.314712389380531,-0.4019
inaction,0.2975663716814159,-0.25
inactive,0.37389380530973454,0.2023
inactivity,0.37555309734513276,-0.25
inadequacies,0.31139380530973454,-0.4019
inadequacy,0.31139380530973454,-0.4019
inadequate,0.3396017699115044,-0.4019
inadequately,0.3396017699115044,-0.25
inadvertent,0.37942477876106195,-0.0772
inane,0.22400442477876106,-0.4404
inattentive,0.42146017699115046,-0.4588
inauspicious,0.39988938053097345,-0.4588
incapable,0.21736725663716813,-0.3818
incapacitated,0.24778761061946902,-0.4404
incapacitating,0.24778761061946902,-0.4767
incarcerated,0.28650442477876104,-0.34
incarcerating,0.28650442477876104,-0.34
incautious,0.40873893805309736,0.1027
incautiously,0.40873893805309736,-0.25
incendiary,0.20630530973451328,-0.4019
incense,0.2853982300884956,-0.4939
incensed,0.27323008849557523,-0.4588
incenses,0.314712389380531,-0.4939
incensing,0.22898230088495575,-0.4939
incentive,0.3313053097345133,0.3612
incentives,0.3313053097345133,0.3182
incidentally,0.23949115044247787,-0.34
incised,0.27876106194690264,-0.2263
incision,0.2848451327433628,-0.34
incisions,0.2848451327433628,-0.34
incisive,0.36117256637168144,0.3612
incite,0.29535398230088494,0.3818
incited,0.2936946902654867,0.3818
incites,0.35176991150442477,0.3818
inciting,0.2809734513274336,0.3818
inclemency,0.18805309734513273,-0.25
inclined,0.21736725663716813,0.2263
include,0.3268805309734513,0.2023
included,0.314712389380531,0.2023
includes,0.3561946902654867,0.2023
including,0.2704646017699115,0.2023
inclusion,0.35508849557522126,0.296
inclusions,0.35508849557522126,0.296
inclusive,0.4336283185840708,-0.128
incoming,0.2461283185840708,-0.296
incommoding,0.23838495575221239,-0.4019
incompatible,0.3163716814159292,-0.4019
incompetence,0.3075221238938053,-0.5106
incompetent,0.3075221238938053,-0.4767
incompetents,0.3075221238938053,-0.4767
inconsiderate,0.29314159292035397,-0.4404
inconsiderateness,0.29314159292035397,-0.4404
inconsolable,0.3418141592920354,-0.5106
inconstancy,0.38882743362831856,-0.4215
incontestable,0.39435840707964603,-0.1531
incontrovertible,0.4336283185840708,0.5574
inconvenience,0.3290929203539823,-0.3612
inconvenienced,0.3290929203539823,-0.4019
inconveniences,0.3290929203539823,-0.3612
inconveniencing,0.3290929203539823,-0.4019
inconvenient,0.3290929203539823,-0.34
incorporate,0.39103982300884954,0.3818
incorporated,0.39103982300884954,0.3818
incorrect,0.3766592920353982,-0.4767
incorrectly,0.3766592920353982,-0.4767
increase,0.3290929203539823,0.3182
increased,0.30420353982300885,0.2732
increases,0.3290929203539823,0.3182
increasing,0.2842920353982301,0.3182
incredible,0.2234513274336283,0.2023
incredulity,0.29258849557522126,-0.25
increment,0.28263274336283184,0.3182
increments,0.28263274336283184,0.3182
incriminate,0.2721238938053097,-0.2023
incriminated,0.2721238938053097,-0.2023
incriminates,0.2721238938053097,-0.2023
incriminating,0.2721238938053097,-0.2023
incrimination,0.2721238938053097,-0.34
incubation,0.3584070796460177,0.0258
incubations,0.3584070796460177,0.0258
indebtedness,0.22400442477876106,-0.2023
indecipherable,0.15099557522123894,-0.25
indecision,0.18196902654867256,-0.2023
indecisive,0.24778761061946902,-0.25
indecisively,0.24778761061946902,-0.1779
indecisiveness,0.24778761061946902,-0.3182
indefinite,0.17146017699115043,-0.2732
indemnities,0.21626106194690264,-0.4404
indemnity,0.3401548672566372,-0.4404
independent,0.19911504424778761,0.2732
independents,0.19911504424778761,0.2732
indestructibility,0.4430309734513274,0.4215
indestructible,0.4430309734513274,0.1531
indeterminable,0.26935840707964603,-0.2263
indeterminate,0.26935840707964603,-0.2023
indicate,0.2610619469026549,-0.34
indicated,0.2361725663716814,-0.34
indicates,0.2610619469026549,-0.34
indicating,0.21626106194690264,-0.34
indifference,0.1670353982300885,-0.0516
indifferent,0.1670353982300885,-0.2023
indignant,0.22676991150442477,-0.4215
indignation,0.22511061946902655,-0.5267
indiscriminately,0.26548672566371684,-0.3612
indisposition,0.3241150442477876,-0.34
indisputable,0.4463495575221239,0.3182
indoctrinate,0.31194690265486724,-0.34
indoctrinated,0.31194690265486724,-0.1027
indoctrinates,0.31194690265486724,-0.1531
indoctrinating,0.31194690265486724,-0.1779
indolent,0.3030973451327434,-0.3612
indorsed,0.37223451327433627,0.3182
indorses,0.413716814159292,0.3182
induce,0.3241150442477876,0.2263
induced,0.32245575221238937,0.2263
inducement,0.2743362831858407,0.3612
inducements,0.2743362831858407,0.3612
induces,0.3805309734513274,0.2263
inducing,0.30973451327433627,0.2263
indulge,0.3313053097345133,0.3182
indulged,0.31913716814159293,0.3182
indulgence,0.3014380530973451,0.4767
indulgences,0.3014380530973451,0.4767
indulgent,0.32964601769911506,0.2732
indulges,0.3606194690265487,0.3182
indulging,0.27488938053097345,0.4767
industrious,0.49170353982300885,0.4404
inebriate,0.28926991150442477,-0.34
inebriated,0.28926991150442477,0.3612
ineffective,0.1786504424778761,-0.128
ineffectively,0.1786504424778761,-0.3182
ineffectiveness,0.1786504424778761,-0.3182
ineffectual,0.24502212389380532,-0.296
ineffectually,0.24502212389380532,-0.2732
ineffectualness,0.24502212389380532,-0.3182
inefficiencies,0.125,-0.3612
inefficiency,0.125,-0.3612
inefficient,0.125,-0.128
inefficiently,0.125,-0.4019
inelegance,0.1902654867256637,-0.4767
inelegant,0.21847345132743362,-0.4767
inelegantly,0.21847345132743362,-0.4404
inept,0.3495575221238938,-0.1531
ineptitude,0.45132743362831856,-0.1779
ineptness,0.4021017699115044,-0.1779
inequitable,0.45132743362831856,-0.5106
inert,0.37610619469026546,-0.2023
inertia,0.396570796460177,-0.1531
inexcusably,0.5453539823008849,-0.3818
inexhaustible,0.5204646017699115,0.25
inexorable,0.46238938053097345,-0.5719
inexpertly,0.476216814159292,-0.296
infamous,0.36117256637168144,-0.4404
infamy,0.3926991150442478,-0.4404
infantile,0.25331858407079644,-0.296
infatuated,0.4297566371681416,0.0516
infatuation,0.41648230088495575,0.1531
infatuations,0.41648230088495575,0.1531
infected,0.25829646017699115,-0.4939
infection,0.22400442477876106,-0.4588
infections,0.22400442477876106,-0.4588
infelicitous,0.1875,-0.4215
inferior,0.2948008849557522,-0.4019
inferiority,0.25055309734513276,-0.2732
inferiors,0.2948008849557522,-0.128
infernal,0.27986725663716816,-0.6369
inferno,0.3008849557522124,-0.6808
infidelities,0.1736725663716814,-0.4404
infidelity,0.1736725663716814,-0.4404
infield,0.19911504424778761,0.34
infirm,0.28595132743362833,-0.296
inflamed,0.2206858407079646,-0.34
inflammation,0.2616150442477876,0.4939
inflammatory,0.2616150442477876,-0.4019
inflate,0.3064159292035398,0.3182
inflated,0.2942477876106195,0.3182
inflates,0.33573008849557523,0.3182
inflating,0.25,0.3182
inflexibility,0.31194690265486724,-0.1779
inflexible,0.31360619469026546,-0.128
inflexibly,0.31360619469026546,-0.3182
inflict,0.28761061946902655,-0.296
inflicted,0.24557522123893805,-0.296
inflicting,0.22566371681415928,-0.296
infliction,0.230641592920354,-0.3182
inflictions,0.230641592920354,-0.3182
inflicts,0.31692477876106195,-0.296
influence,0.3036504424778761,0.4019
influenced,0.3036504424778761,0.4019
influences,0.3036504424778761,0.4019
influencing,0.2903761061946903,0.4019
influential,0.33738938053097345,0.4404
influenza,0.4745575221238938,-0.3818
informal,0.32798672566371684,-0.3182
informality,0.28373893805309736,0.3612
informative,0.3456858407079646,0.5106
infraction,0.30586283185840707,-0.4939
infractions,0.30586283185840707,-0.4939
infringe,0.27599557522123896,-0.3182
infringed,0.25110619469026546,-0.3182
infringement,0.2361725663716814,-0.4767
infringements,0.2361725663716814,-0.4939
infringes,0.27599557522123896,-0.3182
infringing,0.23119469026548672,-0.3182
infuriate,0.42754424778761063,-0.4939
infuriated,0.42754424778761063,-0.6124
infuriates,0.42754424778761063,-0.5574
infuriating,0.41426991150442477,-0.5267
ingenious,0.2881637168141593,0.4588
ingenuity,0.43473451327433627,0.5106
ingenuous,0.39435840707964603,0.34
ingenuousness,0.39435840707964603,0.3818
inglorious,0.3252212389380531,-0.4939
ingrained,0.2571902654867257,0.4404
ingratitude,0.43418141592920356,-0.3818
inhabit,0.27323008849557523,0.128
inhabitant,0.24668141592920353,0.0772
inhabitants,0.24668141592920353,0.0772
inhabited,0.23119469026548672,0.128
inhabiting,0.21128318584070796,0.128
inhabits,0.30254424778761063,0.128
inhalation,0.24502212389380532,0.5267
inhalations,0.24502212389380532,0.5267
inhale,0.21515486725663716,0.5719
inhaled,0.21349557522123894,0.5719
inhales,0.271570796460177,0.5719
inhaling,0.20077433628318583,0.5719
inhibit,0.27323008849557523,-0.3818
inhibited,0.23119469026548672,-0.1027
inhibiting,0.21128318584070796,-0.1027
inhibition,0.21626106194690264,-0.3612
inhibitions,0.21626106194690264,-0.2023
inhibitor,0.2577433628318584,-0.0772
inhibitors,0.2577433628318584,-0.25
inhibitory,0.2577433628318584,-0.25
inhibits,0.30254424778761063,-0.2263
inimical,0.23396017699115043,-0.3612
iniquities,0.40763274336283184,-0.4767
iniquitous,0.48064159292035397,-0.5574
iniquity,0.5801991150442478,-0.4767
initiate,0.39048672566371684,0.4939
initiates,0.39048672566371684,0.4939
initiation,0.3506637168141593,0.2732
initiations,0.3506637168141593,0.2732
inject,0.2936946902654867,-0.34
injected,0.27599557522123896,-0.34
injecting,0.23174778761061948,-0.34
injects,0.35011061946902655,-0.34
injure,0.4186946902654867,-0.5267
injured,0.4170353982300885,-0.4019
injures,0.47511061946902655,-0.5267
injuries,0.4424778761061947,-0.4215
injuring,0.4043141592920354,-0.5267
injurious,0.4889380530973451,-0.5267
injury,0.5956858407079646,-0.4215
injustice,0.47676991150442477,-0.5719
injustices,0.47676991150442477,-0.5719
innate,0.35011061946902655,0.3612
inner,0.3086283185840708,0.4404
innervation,0.4480088495575221,0.4215
innocence,0.26548672566371684,0.3818
innocent,0.3434734513274336,0.34
innocently,0.3008849557522124,0.34
innocents,0.3434734513274336,0.2732
innocuous,0.46957964601769914,0.34
innovate,0.49944690265486724,0.4939
innovated,0.4745575221238938,0.4939
innovating,0.45464601769911506,0.4939
innovation,0.4596238938053097,0.3818
innovations,0.4596238938053097,0.3818
innovative,0.5254424778761062,0.4404
inoffensive,0.23949115044247787,0.4588
inopportune,0.5077433628318584,-0.4019
inquiring,0.42035398230088494,-0.1027
inquisition,0.4817477876106195,-0.296
inquisitions,0.4817477876106195,-0.296
inquisitive,0.4817477876106195,0.1779
insalubrious,0.4209070796460177,-0.5267
insane,0.34623893805309736,-0.4019
insanely,0.46017699115044247,-0.3612
insanities,0.3584070796460177,-0.5719
insanity,0.5309734513274337,-0.5719
inscribe,0.37610619469026546,-0.3818
inscribed,0.351216814159292,-0.3818
inscribing,0.3313053097345133,-0.3818
insect,0.39823008849557523,-0.3818
insects,0.45464601769911506,-0.3818
insecure,0.44081858407079644,-0.4215
insecurely,0.39823008849557523,-0.34
insecurities,0.4424778761061947,-0.4215
insecurity,0.4424778761061947,-0.4215
insensibly,0.3633849557522124,-0.34
insensitive,0.40154867256637167,-0.2263
insensitivity,0.40154867256637167,-0.4215
inside,0.31305309734513276,0.4404
insignificance,0.2610619469026549,-0.2732
insignificant,0.2610619469026549,-0.34
insincere,0.33517699115044247,-0.4215
insincerely,0.33517699115044247,-0.4404
insincerity,0.3219026548672566,-0.34
insipid,0.3644911504424779,-0.4588
insistence,0.46017699115044247,-0.296
insistent,0.4883849557522124,-0.25
insolent,0.42754424778761063,0.2263
insolvent,0.4922566371681416,-0.5574
insouciant,0.4518805309734513,0.2023
inspiration,0.4518805309734513,0.5267
inspirational,0.4518805309734513,0.5106
inspirations,0.4518805309734513,0.4767
inspire,0.43307522123893805,0.5719
inspired,0.4209070796460177,0.4939
inspires,0.46238938053097345,0.4404
inspiring,0.3766592920353982,0.4215
instant,0.5342920353982301,-0.4767
instigate,0.4557522123893805,0.5719
instigated,0.4557522123893805,0.5719
instigates,0.4557522123893805,0.5719
instigating,0.4424778761061947,0.5719
instilled,0.3993362831858407,0.4404
instilling,0.37942477876106195,0.4404
instills,0.4706858407079646,0.4404
instinctive,0.4563053097345133,0.3612
institution,0.6023230088495575,0.2732
institutionalise,0.6023230088495575,0.296
institutionalised,0.6023230088495575,0.296
institutionalising,0.6023230088495575,0.296
institutions,0.6023230088495575,0.2732
insubordination,0.47400442477876104,-0.296
insubstantial,0.5724557522123894,-0.2023
insufferable,0.4551991150442478,-0.4588
insufficiency,0.38163716814159293,-0.4019
insulate,0.5331858407079646,-0.2023
insulated,0.5082964601769911,-0.2023
insulates,0.5331858407079646,-0.2023
insulating,0.4883849557522124,-0.2023
insult,0.5547566371681416,-0.5106
insulted,0.5370575221238938,-0.5106
insulter,0.5680309734513275,-0.4588
insulting,0.4928097345132743,-0.4939
insultingly,0.4928097345132743,-0.5106
insults,0.6111725663716814,-0.4215
insure,0.5232300884955752,0.3818
insured,0.521570796460177,0.3818
insures,0.5796460176991151,0.3818
insurgent,0.5138274336283186,-0.1531
insurgents,0.5138274336283186,-0.1531
insuring,0.5088495575221239,0.3818
insurrection,0.5868362831858407,-0.128
insurrections,0.5868362831858407,-0.128
intact,0.42422566371681414,0.2023
intake,0.3418141592920354,0.5267
intakes,0.39823008849557523,0.5267
integral,0.3799778761061947,0.2023
integrated,0.41095132743362833,0.3818
integrity,0.4950221238938053,0.3818
intellect,0.3495575221238938,0.4588
intellects,0.3495575221238938,0.4215
intellectual,0.3495575221238938,0.5106
intellectualism,0.3495575221238938,0.4939
intellectuality,0.3495575221238938,0.4019
intellectually,0.3495575221238938,0.34
intellectuals,0.3495575221238938,0.3818
intelligence,0.28595132743362833,0.4767
intelligences,0.28595132743362833,0.3818
intelligent,0.28595132743362833,0.4588
intelligently,0.28595132743362833,0.4588
intelligentsia,0.28595132743362833,0.3612
intelligibility,0.27267699115044247,0.3612
intelligible,0.27267699115044247,0.34
intelligibly,0.27267699115044247,0.296
intemperate,0.4021017699115044,-0.1027
intense,0.4264380530973451,0.0772
intensities,0.4186946902654867,0.4939
intensity,0.5425884955752213,0.4939
intent,0.44579646017699115,0.1779
intentionally,0.3938053097345133,0.34
intents,0.5022123893805309,0.1779
interactive,0.41648230088495575,0.4019
intercept,0.41150442477876104,-0.296
intercepted,0.41150442477876104,-0.296
intercepting,0.41150442477876104,-0.296
intercepts,0.41150442477876104,-0.296
interconnected,0.37389380530973454,0.3818
interdict,0.39601769911504425,-0.3182
interdicted,0.39601769911504425,-0.3182
interest,0.4961283185840708,0.4588
interested,0.4651548672566372,0.4019
interestedly,0.4651548672566372,0.3612
interesting,0.4518805309734513,0.4019
interestingly,0.4518805309734513,0.4019
interests,0.4961283185840708,0.25
interference,0.37942477876106195,-0.4019
interferences,0.37942477876106195,-0.4019
interim,0.4021017699115044,-0.34
interims,0.4314159292035398,-0.34
interlocking,0.3766592920353982,0.4588
intermission,0.4358407079646018,-0.3612
intermissions,0.4358407079646018,-0.3612
interpolate,0.43694690265486724,-0.4588
interpolated,0.43694690265486724,-0.4588
interpolates,0.43694690265486724,-0.4588
interpolating,0.43694690265486724,-0.4588
interrogated,0.4563053097345133,-0.3818
interrupt,0.558075221238938,-0.34
interrupted,0.558075221238938,-0.296
interrupting,0.558075221238938,-0.296
interruption,0.558075221238938,-0.3612
interruptions,0.558075221238938,-0.4019
interrupts,0.558075221238938,-0.3182
intimately,0.3821902654867257,0.2732
intimidate,0.3733407079646018,-0.2023
intimidated,0.3733407079646018,-0.4404
intimidates,0.3733407079646018,-0.3182
intimidating,0.3733407079646018,-0.4404
intimidation,0.3733407079646018,-0.4215
intimidatory,0.3733407079646018,-0.2732
intolerably,0.4391592920353982,-0.3612
intolerance,0.41261061946902655,-0.296
intolerant,0.41261061946902655,-0.2732
intoxicate,0.5768805309734514,0.4939
intoxicated,0.5768805309734514,-0.34
intoxicating,0.5768805309734514,0.4939
intoxication,0.5768805309734514,-0.5859
intrepid,0.4336283185840708,0.2263
intrepidly,0.39103982300884954,0.2732
intricate,0.45077433628318586,0.1531
intrigue,0.4811946902654867,0.5267
intrigued,0.4563053097345133,0.5267
intrigues,0.4811946902654867,0.2263
intriguing,0.43639380530973454,0.5267
introduce,0.5060840707964602,0.4939
introduced,0.5060840707964602,0.4939
introduces,0.5060840707964602,0.4939
introducing,0.4928097345132743,0.4939
introduction,0.547566371681416,0.2732
introductions,0.547566371681416,0.2732
intrusion,0.5625,-0.4939
intrusions,0.5625,-0.4939
intuition,0.5049778761061947,-0.3818
intuitions,0.5049778761061947,-0.3818
invalidate,0.40376106194690264,-0.296
invalidated,0.40376106194690264,-0.296
invalidates,0.40376106194690264,-0.296
invalidating,0.40376106194690264,-0.296
invention,0.4314159292035398,0.3818
inventions,0.4314159292035398,0.3818
inventiveness,0.5099557522123894,0.5106
invest,0.5414823008849557,0.296
invested,0.5237831858407079,0.296
investing,0.4795353982300885,0.296
invests,0.5978982300884956,0.296
invigorate,0.46404867256637167,0.4404
invigorated,0.46404867256637167,0.2023
invigorating,0.46404867256637167,0.4767
invigoratingly,0.46404867256637167,0.4588
invincible,0.3561946902654867,0.4939
inviolable,0.3971238938053097,0.34
inviolate,0.4485619469026549,0.2023
invite,0.47400442477876104,0.1531
invited,0.4723451327433628,0.1531
invites,0.5304203539823009,0.1531
inviting,0.4596238938053097,0.3182
involution,0.5503318584070797,0.4588
involutions,0.5503318584070797,0.4588
involve,0.5486725663716814,-0.128
involved,0.536504424778761,-0.128
involvement,0.5005530973451328,0.4588
involvements,0.5005530973451328,0.4588
involves,0.5779867256637168,-0.128
involving,0.4922566371681416,-0.128
invulnerability,0.5564159292035398,0.2263
invulnerable,0.5564159292035398,0.3182
irate,0.36117256637168144,-0.5994
ire,0.2051991150442478,-0.5719
irksome,0.42754424778761063,-0.3182
ironic,0.3584070796460177,-0.128
ironical,0.35398230088495575,-0.128
ironies,0.4081858407079646,-0.2263
irony,0.5425884955752213,-0.0516
irradiate,0.3810840707964602,0.5106
irradiated,0.3810840707964602,0.5106
irradiating,0.3678097345132743,0.5106
irrational,0.4651548672566372,-0.34
irrationalities,0.4651548672566372,-0.3612
irrationality,0.4651548672566372,-0.4019
irrationally,0.4651548672566372,-0.3818
irrefutable,0.5188053097345132,0.5574
irrepressible,0.4872787610619469,-0.3612
irreproachable,0.4717920353982301,0.1779
irreproachably,0.4717920353982301,0.2263
irresistible,0.49004424778761063,0.34
irresistibly,0.49004424778761063,-0.128
irresolute,0.5326327433628318,-0.34
irresolution,0.5326327433628318,-0.2023
irrespective,0.478429203539823,-0.2263
irresponsible,0.48396017699115046,-0.4404
irreverence,0.47676991150442477,-0.4939
irreversible,0.514933628318584,-0.2023
irritability,0.4192477876106195,-0.34
irritable,0.4358407079646018,-0.4767
irritably,0.5464601769911505,-0.4215
irritant,0.5287610619469026,-0.5106
irritants,0.5287610619469026,-0.4767
irritate,0.5304203539823009,-0.4215
irritated,0.5055309734513275,-0.4588
irritates,0.5304203539823009,-0.4019
irritating,0.4856194690265487,-0.4588
irritatingly,0.4856194690265487,-0.4588
irritation,0.4905973451327434,-0.5106
irritations,0.4905973451327434,-0.3612
isolate,0.44579646017699115,-0.2023
isolated,0.4336283185840708,-0.3182
isolates,0.47511061946902655,-0.3182
isolating,0.3893805309734513,-0.2023
isolation,0.3993362831858407,-0.4019
isolationism,0.3993362831858407,0.1027
isolationist,0.3993362831858407,0.1779
isolator,0.48672566371681414,-0.1027
isolators,0.48672566371681414,-0.1027
issue,0.514933628318584,0.0772
issued,0.521570796460177,-0.2732
issues,0.5962389380530974,0.0772
issuing,0.5381637168141593,-0.2732
itchy,0.4717920353982301,-0.2732
jab,0.09292035398230089,-0.5859
jabbed,0.13163716814159293,-0.5859
jabber,0.19358407079646017,-0.34
jabbered,0.17588495575221239,-0.34
jabbering,0.13163716814159293,-0.34
jabbers,0.25,-0.34
jabbing,0.14823008849557523,-0.5859
jabs,0.21736725663716813,-0.5859
jack,0.12721238938053098,-0.5574
jackass,0.28926991150442477,-0.4215
jackasses,0.2721238938053097,-0.5859
jacks,0.23119469026548672,-0.5574
jade,0.10674778761061947,-0.5859
jaded,0.11946902654867257,-0.3818
jades,0.21073008849557523,-0.5859
jail,0.14767699115044247,-0.34
jailed,0.16537610619469026,-0.4939
jailer,0.22732300884955753,-0.1027
jailers,0.28373893805309736,-0.1027
jailing,0.18196902654867256,-0.34
jails,0.2516592920353982,-0.34
jam,0.13550884955752213,-0.3612
james,0.2555309734513274,-0.1531
jammed,0.20464601769911506,-0.1531
jamming,0.22123893805309736,-0.1531
jams,0.25995575221238937,-0.3612
jape,0.1863938053097345,0.296
japes,0.2903761061946903,0.296
jar,0.19911504424778761,-0.3818
jarred,0.32632743362831856,-0.0772
jarring,0.34292035398230086,-0.0772
jars,0.3235619469026549,-0.3818
jaundice,0.3141592920353982,-0.4019
jauntier,0.44745575221238937,0.296
jauntiest,0.4684734513274336,0.296
jaunty,0.6111725663716814,0.296
jaw,0.2903761061946903,-0.1779
jawed,0.31913716814159293,-0.1779
jawing,0.36283185840707965,-0.1779
jaws,0.41482300884955753,-0.1779
jazz,0.6183628318584071,0.6369
jazzed,0.6360619469026548,0.6369
jealous,0.3606194690265487,-0.4588
jealousies,0.3036504424778761,-0.4588
jealously,0.4192477876106195,-0.4588
jealousy,0.476216814159292,-0.3182
jeer,0.20077433628318583,-0.3182
jeering,0.23506637168141592,-0.3182
jeerings,0.2643805309734513,-0.3182
jeers,0.3047566371681416,-0.3182
jejune,0.3180309734513274,-0.4588
jeopardise,0.30586283185840707,-0.4939
jeopardised,0.30586283185840707,-0.4939
jeopardises,0.30586283185840707,-0.4939
jeopardising,0.30586283185840707,-0.4939
jeopardy,0.44745575221238937,-0.4767
jerk,0.23506637168141592,-0.34
jerked,0.25276548672566373,-0.2023
