,distance,sentiment
convulsions,0.5143805309734514,0.3612
cook,0.2361725663716814,0.3612
cooked,0.2538716814159292,0.3612
cooking,0.2704646017699115,0.3612
cooks,0.3401548672566372,0.3612
cool,0.24336283185840707,0.3182
cooled,0.2610619469026549,0.3182
cooler,0.3230088495575221,0.3182
coolest,0.40486725663716816,0.3182
cooling,0.2776548672566372,-0.0258
cools,0.3473451327433628,0.3182
coon,0.2610619469026549,-0.6486
coons,0.36504424778761063,-0.6486
coordinated,0.35564159292035397,0.3818
cop,0.2129424778761062,-0.4939
cope,0.22898230088495575,0.0516
coped,0.24170353982300885,0.0516
copes,0.3329646017699115,0.0516
coping,0.2853982300884956,0.0516
copious,0.4596238938053097,0.5574
cops,0.33738938053097345,-0.4939
copses,0.4297566371681416,-0.4939
coquette,0.5425884955752213,-0.3182
coquettes,0.5425884955752213,-0.3182
coquettish,0.5337389380530974,0.128
coquettishly,0.5337389380530974,-0.0258
cordial,0.2936946902654867,0.4215
cordially,0.35232300884955753,0.4019
core,0.2577433628318584,-0.4404
cores,0.36172566371681414,-0.4404
corner,0.3821902654867257,-0.4215
cornered,0.3644911504424779,-0.2732
corners,0.43860619469026546,-0.4215
cornucopia,0.42146017699115046,0.4939
corpse,0.4325221238938053,-0.5719
corpses,0.4889380530973451,-0.5719
correct,0.44192477876106195,-0.5423
corrected,0.39988938053097345,-0.5423
correcting,0.3799778761061947,-0.5423
corrects,0.47123893805309736,-0.5423
correspond,0.4264380530973451,0.3612
corresponded,0.4264380530973451,0.3612
correspondence,0.4264380530973451,0.4939
correspondences,0.4264380530973451,0.4939
corresponding,0.4264380530973451,0.3612
corresponds,0.4264380530973451,0.3612
corroborate,0.45741150442477874,0.4019
corroborated,0.45741150442477874,0.4019
corroborates,0.45741150442477874,0.4019
corroborating,0.45741150442477874,0.4019
corroborative,0.45741150442477874,0.34
corroboratory,0.45741150442477874,0.34
corrosive,0.5143805309734514,-0.4767
corrupt,0.6017699115044248,-0.5106
corrupted,0.5597345132743363,-0.5106
corruptible,0.5663716814159292,-0.5719
corrupting,0.5398230088495575,-0.5106
corrupts,0.6310840707964602,-0.5106
coruscates,0.5403761061946902,0.4215
cosiness,0.41814159292035397,0.3612
cosmos,0.44579646017699115,0.2732
costless,0.5182522123893806,0.4404
costlier,0.44579646017699115,-0.1027
costliest,0.4668141592920354,-0.1027
costliness,0.4247787610619469,0.4588
costly,0.6095132743362832,-0.1027
count,0.4728982300884956,0.0772
counted,0.47511061946902655,0.0772
countenance,0.4596238938053097,0.3182
countenanced,0.4596238938053097,0.2263
countenances,0.4596238938053097,0.3182
countenancing,0.4596238938053097,0.2263
counter,0.521570796460177,-0.4019
counteract,0.5132743362831859,-0.4588
counteracted,0.5132743362831859,-0.4588
counteracting,0.5132743362831859,-0.4588
counteracts,0.5132743362831859,-0.4588
counterfeit,0.46957964601769914,-0.4767
counterfeited,0.46957964601769914,-0.4767
counterfeiting,0.46957964601769914,-0.4767
counterfeits,0.46957964601769914,-0.4767
countess,0.5625,0.0772
countesses,0.5315265486725663,0.0772
counting,0.46238938053097345,0.0772
counts,0.5542035398230089,0.0772
courage,0.4231194690265487,0.4939
courageous,0.4391592920353982,0.5267
courageously,0.4391592920353982,0.5106
court,0.521570796460177,0.4767
courted,0.5237831858407079,0.4767
courteous,0.5956858407079646,0.5106
courteously,0.5956858407079646,0.4215
courtesies,0.5248893805309734,0.3612
courtesy,0.6974557522123894,0.3612
courting,0.5110619469026548,0.4767
courts,0.6028761061946902,0.4767
cover,0.4186946902654867,0.2023
covered,0.4209070796460177,0.1779
covering,0.4081858407079646,0.1779
coverings,0.4081858407079646,0.1779
covers,0.5,0.2023
coveted,0.44966814159292035,0.2732
covetous,0.5967920353982301,-0.2732
covetousness,0.5608407079646017,-0.4019
coward,0.45464601769911506,-0.4588
cowardice,0.40763274336283184,-0.4939
cowardly,0.5685840707964602,-0.3818
cowards,0.5110619469026548,-0.4588
crab,0.2040929203539823,-0.6597
crabby,0.4043141592920354,-0.4404
crabs,0.30807522123893805,-0.6597
crack,0.22566371681415928,-0.0258
cracked,0.22787610619469026,-0.4939
crackers,0.3036504424778761,-0.3182
cracking,0.21515486725663716,-0.4939
crackpot,0.32964601769911506,-0.0516
crackpots,0.32964601769911506,-0.0516
cracks,0.3069690265486726,-0.0258
craftier,0.33573008849557523,-0.2263
craftiest,0.3567477876106195,-0.2263
craftily,0.43639380530973454,-0.2023
crafty,0.49944690265486724,-0.2263
cramp,0.30033185840707965,-0.2023
cramped,0.30254424778761063,-0.2023
cramping,0.28982300884955753,-0.2023
cramps,0.38163716814159293,-0.2023
crank,0.2682522123893805,-0.4939
cranks,0.3495575221238938,-0.4939
cranky,0.4491150442477876,-0.4767
crap,0.26603982300884954,-0.3818
crash,0.3202433628318584,-0.4019
crashed,0.32245575221238937,-0.4019
crashes,0.3805309734513274,-0.4019
crashing,0.30973451327433627,-0.4019
crave,0.3700221238938053,-0.25
craved,0.3766592920353982,-0.25
craves,0.45132743362831856,-0.25
craving,0.3932522123893805,-0.25
cravings,0.4225663716814159,-0.25
craze,0.4540929203539823,-0.1531
crazed,0.46073008849557523,-0.128
crazes,0.5353982300884956,0.0516
crazier,0.5071902654867256,-0.0258
craziest,0.5597345132743363,-0.0516
crazily,0.6233407079646017,-0.3612
craziness,0.5110619469026548,-0.3818
crazy,0.6532079646017699,-0.34
creak,0.22787610619469026,-0.3612
creaked,0.23008849557522124,-0.3612
creaking,0.21736725663716813,-0.3612
creaks,0.30918141592920356,-0.3612
creaky,0.40873893805309736,-0.5574
create,0.32632743362831856,0.2732
created,0.32466814159292035,0.25
creates,0.3827433628318584,0.2732
creating,0.31194690265486724,0.296
creation,0.3307522123893805,0.2732
creationism,0.28650442477876104,0.1779
creationist,0.28650442477876104,0.2023
creationists,0.28650442477876104,0.128
creations,0.3307522123893805,0.3818
creative,0.40707964601769914,0.4404
creatively,0.3644911504424779,0.3612
creativeness,0.3711283185840708,0.4215
creativity,0.40873893805309736,0.3818
creator,0.4043141592920354,0.5574
creators,0.4336283185840708,0.5574
credence,0.22123893805309736,0.4588
credit,0.30586283185840707,0.3818
creditability,0.2793141592920354,0.4404
creditable,0.2809734513274336,0.4215
creditably,0.2809734513274336,0.4019
credited,0.2881637168141593,0.3612
crediting,0.24391592920353983,0.1531
creditor,0.34126106194690264,-0.0258
creditors,0.34126106194690264,-0.0258
credits,0.3622787610619469,0.3612
creditworthiness,0.4043141592920354,0.4404
creditworthy,0.4043141592920354,0.5267
creep,0.2605088495575221,-0.4215
creeps,0.3418141592920354,-0.4215
crenellation,0.2842920353982301,-0.1027
crenellations,0.2842920353982301,-0.1027
crest,0.42201327433628316,0.2023
crestfallen,0.377212389380531,-0.5423
crests,0.5033185840707964,0.2023
cretin,0.3633849557522124,-0.5106
cretins,0.4198008849557522,-0.5106
cried,0.2206858407079646,-0.3818
crier,0.2981194690265487,-0.4404
cries,0.31194690265486724,-0.4019
crime,0.25442477876106195,-0.5423
crimes,0.33573008849557523,-0.5423
criminal,0.2831858407079646,-0.5267
criminals,0.2831858407079646,-0.5719
crimson,0.3938053097345133,-0.5994
cripple,0.3506637168141593,-0.4215
crippled,0.33849557522123896,-0.4215
cripples,0.3799778761061947,-0.4215
crippling,0.2942477876106195,-0.4215
crises,0.40873893805309736,-0.6249
crisis,0.4131637168141593,-0.6249
critic,0.3584070796460177,-0.2732
critical,0.35398230088495575,-0.3182
criticise,0.3467920353982301,-0.4404
criticised,0.3467920353982301,-0.4215
criticises,0.3467920353982301,-0.3182
criticising,0.33351769911504425,-0.4019
criticism,0.3379424778761062,-0.4404
criticisms,0.3379424778761062,-0.2263
critics,0.41482300884955753,-0.296
critique,0.4706858407079646,-0.4404
critiques,0.4706858407079646,-0.4404
croak,0.2942477876106195,-0.5994
croaked,0.29646017699115046,-0.5994
croaking,0.28373893805309736,-0.5994
croaks,0.37555309734513276,-0.5994
crone,0.31692477876106195,-0.3612
crones,0.39823008849557523,-0.3612
crook,0.3407079646017699,-0.5267
crooked,0.34292035398230086,-0.2263
crooks,0.42201327433628316,-0.5267
cross,0.47345132743362833,-0.4588
crossed,0.4756637168141593,-0.4588
crosser,0.5221238938053098,-0.4404
crosses,0.5337389380530974,-0.4588
crossing,0.4629424778761062,-0.4588
crossings,0.4629424778761062,-0.4588
crossly,0.6382743362831859,-0.34
crossness,0.525995575221239,-0.34
crow,0.44026548672566373,0.4767
crowed,0.4579646017699115,0.4767
crowing,0.4745575221238938,0.4767
crown,0.48617256637168144,0.2023
crowned,0.4883849557522124,0.2023
crowning,0.4756637168141593,0.2023
crowns,0.5674778761061947,0.2023
crows,0.5442477876106194,0.4767
crucial,0.3915929203539823,0.2023
crucified,0.3219026548672566,-0.4588
crucifixion,0.41814159292035397,-0.6597
crucifixions,0.41814159292035397,-0.6597
crucify,0.5232300884955752,-0.4588
crucifying,0.461283185840708,-0.4588
crude,0.3655973451327434,-0.5719
crudely,0.5304203539823009,-0.296
crudeness,0.41814159292035397,-0.4588
cruder,0.43418141592920356,-0.4588
crudest,0.5160398230088495,-0.5267
crudities,0.43805309734513276,-0.4588
crudity,0.6144911504424779,-0.4588
cruel,0.3844026548672566,-0.5859
crueler,0.43307522123893805,-0.5106
cruelest,0.4856194690265487,-0.5574
crueller,0.4131637168141593,-0.5267
cruellest,0.43418141592920356,-0.5994
cruelly,0.5492256637168141,-0.5859
cruelness,0.43694690265486724,-0.5994
cruelties,0.4524336283185841,-0.5106
cruelty,0.6288716814159292,-0.5994
crumb,0.40873893805309736,-0.3612
crumble,0.4186946902654867,-0.4939
crumbled,0.4065265486725664,-0.4939
crumbles,0.4480088495575221,-0.4939
crumbling,0.3622787610619469,-0.4939
crumbs,0.49004424778761063,-0.3612
crumple,0.4651548672566372,-0.4939
crumpled,0.45298672566371684,-0.4939
crumples,0.4944690265486726,-0.4939
crumpling,0.40873893805309736,-0.4939
crunch,0.41648230088495575,-0.1531
crunches,0.44026548672566373,-0.1531
crusade,0.48783185840707965,-0.3818
crusaded,0.4756637168141593,-0.3818
crusades,0.5171460176991151,-0.3818
crusading,0.4314159292035398,-0.3818
crush,0.47511061946902655,-0.1531
crushed,0.47732300884955753,-0.4215
crushes,0.5353982300884956,-0.4404
crushing,0.4646017699115044,-0.3612
cry,0.42201327433628316,-0.4767
crying,0.4944690265486726,-0.4767
cryings,0.5508849557522124,-0.4767
crystallise,0.6200221238938053,0.3818
crystallised,0.6200221238938053,0.3818
crystallises,0.6200221238938053,0.3818
crystallising,0.6200221238938053,0.3818
cube,0.25110619469026546,-0.4404
cubes,0.35508849557522126,-0.4404
cubicle,0.2853982300884956,-0.2023
cubicles,0.314712389380531,-0.2023
cuckold,0.33849557522123896,-0.4588
cuckolded,0.29646017699115046,-0.4588
cuckoo,0.36172566371681414,-0.4215
cuckoos,0.41814159292035397,-0.4215
cuddling,0.26935840707964603,0.4215
cull,0.31139380530973454,-0.4019
culls,0.4153761061946903,-0.4019
culpability,0.31581858407079644,-0.3818
culpable,0.37223451327433627,-0.5106
culprit,0.5143805309734514,-0.4939
culprits,0.5436946902654868,-0.4939
cult,0.40873893805309736,0.2263
cults,0.5127212389380531,0.2263
cumbersome,0.38882743362831856,-0.1531
cunning,0.38329646017699115,0.4588
cunningly,0.44192477876106195,0.3182
cupid,0.35011061946902655,0.6124
curb,0.3622787610619469,-0.3818
curbed,0.3799778761061947,-0.3818
curbing,0.396570796460177,-0.3818
curbs,0.46626106194690264,-0.3818
curio,0.42146017699115046,0.1531
curiosities,0.4894911504424779,0.1531
curiosity,0.6133849557522124,0.1531
curious,0.5879424778761062,0.3182
curiously,0.646570796460177,-0.1027
curlier,0.4485619469026549,-0.2263
curliest,0.5011061946902655,-0.2263
curly,0.5945796460176991,-0.2263
curse,0.47676991150442477,-0.5423
cursed,0.4834070796460177,-0.5423
curses,0.558075221238938,-0.5423
cursing,0.5,-0.5423
cursory,0.7389380530973452,0.2023
curtail,0.5082964601769911,-0.3818
curtailed,0.46626106194690264,-0.3818
curtailing,0.4463495575221239,-0.3818
curtails,0.5376106194690266,-0.3818
curve,0.5282079646017699,-0.2732
curved,0.5348451327433629,-0.2732
curves,0.6095132743362832,-0.2732
curving,0.5514380530973452,-0.2732
cushion,0.44026548672566373,-0.3818
cushions,0.46957964601769914,-0.3818
cuss,0.4817477876106195,-0.5423
custody,0.709070796460177,-0.3612
cut,0.37444690265486724,-0.2732
cute,0.39048672566371684,0.4588
cutely,0.6017699115044248,0.3182
cuteness,0.525995575221239,0.5106
cutest,0.5896017699115044,0.5859
cuts,0.49889380530973454,-0.296
cutting,0.5492256637168141,-0.128
cuttings,0.5785398230088495,-0.128
cynic,0.4170353982300885,-0.34
cynical,0.43694690265486724,-0.3818
cynically,0.49557522123893805,-0.3182
cynicism,0.46017699115044247,-0.4019
cynics,0.4983407079646018,-0.0772
cyprian,0.5569690265486725,-0.6486
cyprians,0.5862831858407079,-0.6486
daemon,0.19358407079646017,-0.6597
daemons,0.25,-0.6597
daft,0.2002212389380531,-0.3182
dafter,0.27986725663716816,-0.3182
daftest,0.36172566371681414,-0.3182
daftness,0.33573008849557523,-0.3818
daily,0.32466814159292035,0.2023
daintier,0.2682522123893805,0.4215
daintiest,0.28926991150442477,0.4215
dainty,0.4319690265486726,0.4019
dalliance,0.1454646017699115,0.2023
dallied,0.15376106194690264,0.34
dally,0.34623893805309736,0.34
dallying,0.33573008849557523,0.34
damage,0.14214601769911506,-0.4939
damaged,0.1404867256637168,-0.4404
damages,0.19856194690265486,-0.4404
damaging,0.1277654867256637,-0.5106
damagingly,0.08517699115044247,-0.4588
damn,0.16316371681415928,-0.4019
damnable,0.18418141592920353,-0.4019
damnably,0.31692477876106195,-0.4019
damnation,0.230641592920354,-0.5574
damned,0.18086283185840707,-0.3818
damnify,0.3301991150442478,-0.4939
damning,0.19745575221238937,-0.34
damningly,0.2560840707964602,-0.4588
damns,0.26714601769911506,-0.4939
damp,0.18528761061946902,-0.4019
damped,0.2029867256637168,-0.4019
dampen,0.22511061946902655,-0.4019
dampened,0.20741150442477876,-0.4019
dampening,0.16316371681415928,-0.4019
dampens,0.2815265486725664,-0.4019
damping,0.2195796460176991,-0.4019
damps,0.28926991150442477,-0.4019
dandies,0.2051991150442478,0.4019
dandy,0.3396017699115044,0.4019
danger,0.21073008849557523,-0.5267
dangerous,0.2809734513274336,-0.4767
dangerously,0.2809734513274336,-0.4588
dangerousness,0.2809734513274336,-0.4588
dangers,0.26714601769911506,-0.4939
dangle,0.16537610619469026,-0.2732
dangled,0.16371681415929204,-0.2732
dangles,0.2217920353982301,-0.2732
dangling,0.15099557522123894,-0.2732
dapper,0.2997787610619469,0.296
dare,0.18196902654867256,0.3612
daredevil,0.22787610619469026,0.128
dares,0.28595132743362833,0.3612
daring,0.23838495575221239,0.3612
daringly,0.35232300884955753,0.4767
dark,0.20188053097345132,-0.25
darken,0.24170353982300885,-0.4404
darkened,0.22400442477876106,-0.4404
darkening,0.17975663716814158,-0.4404
darkens,0.2981194690265487,-0.4404
darker,0.2815265486725664,-0.5994
darkest,0.3633849557522124,-0.4939
darkness,0.33738938053097345,-0.25
darling,0.24336283185840707,0.5859
darlings,0.27267699115044247,0.4939
darn,0.22676991150442477,-0.4019
darned,0.24446902654867256,-0.34
darns,0.3307522123893805,-0.4019
dart,0.3064159292035398,-0.34
darted,0.3241150442477876,-0.34
darting,0.3407079646017699,-0.34
darts,0.4103982300884956,-0.34
dash,0.2029867256637168,-0.34
dashed,0.2206858407079646,-0.34
dashes,0.29535398230088494,-0.34
dashing,0.2372787610619469,-0.34
date,0.21515486725663716,0.4588
dates,0.31913716814159293,0.4588
daub,0.23838495575221239,-0.3612
daubed,0.2560840707964602,-0.3612
daubing,0.27267699115044247,-0.3612
daunt,0.3971238938053097,-0.4939
daunted,0.3993362831858407,-0.4939
daunting,0.3866150442477876,-0.4939
dauntless,0.43639380530973454,0.5106
daunts,0.478429203539823,-0.4939
dawdle,0.30807522123893805,-0.34
dawdled,0.3064159292035398,-0.34
dawdling,0.2936946902654867,-0.34
daydream,0.41150442477876104,0.25
daydreaming,0.3672566371681416,0.25
daydreams,0.41150442477876104,0.25
daze,0.34126106194690264,-0.1779
dazed,0.35398230088495575,-0.1779
dazedly,0.5188053097345132,-0.1027
dazing,0.39767699115044247,-0.1779
dazzle,0.6194690265486725,-0.1779
dazzled,0.6178097345132744,-0.1779
dazzles,0.6758849557522124,-0.1779
dazzling,0.6050884955752213,-0.1779
dead,0.0790929203539823,-0.6486
deadened,0.10121681415929204,-0.6486
deadening,0.056969026548672565,-0.3182
deader,0.15873893805309736,-0.6486
deadlier,0.12665929203539822,-0.5719
deadliest,0.14767699115044247,-0.5719
deadlock,0.1261061946902655,-0.34
deadlocks,0.1261061946902655,-0.34
deadly,0.2903761061946903,-0.5719
deaf,0.0790929203539823,-0.2023
deafening,0.056969026548672565,-0.296
deafer,0.15873893805309736,-0.2023
deafest,0.24059734513274336,-0.2023
deal,0.10564159292035398,0.2023
dealing,0.13993362831858408,0.4019
dealings,0.16924778761061948,0.4019
deals,0.20962389380530974,0.2023
dealt,0.2245575221238938,0.4019
dear,0.1720132743362832,0.3818
dearer,0.2516592920353982,0.4404
dearest,0.33351769911504425,0.5574
dearie,0.1913716814159292,0.4939
dearies,0.24778761061946902,0.25
dearly,0.38329646017699115,0.4215
dearness,0.3075221238938053,0.4588
dears,0.27599557522123896,0.4404
dearth,0.29314159292035397,-0.5106
deary,0.3821902654867257,0.4404
death,0.2157079646017699,-0.5994
deaths,0.29701327433628316,-0.5994
debacle,0.11006637168141593,-0.5106
debacles,0.13938053097345132,-0.5106
debar,0.1747787610619469,-0.3182
debarred,0.22566371681415928,-0.3182
debars,0.2560840707964602,-0.3182
debase,0.19247787610619468,-0.5106
debased,0.19081858407079647,-0.5106
debasement,0.1426991150442478,-0.5267
debaser,0.2372787610619469,-0.4588
debasing,0.17809734513274336,-0.5106
debatable,0.18252212389380532,-0.4404
debate,0.20741150442477876,-0.3612
debated,0.20575221238938052,-0.34
debater,0.252212389380531,-0.3818
debaters,0.2815265486725664,-0.3818
debates,0.26382743362831856,-0.3612
debating,0.19303097345132744,-0.34
debauch,0.2195796460176991,-0.5574
debauched,0.17754424778761063,-0.5106
debauchery,0.19303097345132744,-0.5574
debilitating,0.2079646017699115,-0.4767
debit,0.20353982300884957,-0.3818
debited,0.20575221238938052,-0.3818
debiting,0.19303097345132744,-0.3818
debits,0.2848451327433628,-0.3818
debonair,0.20741150442477876,0.2023
debt,0.2002212389380531,-0.3612
debtor,0.3241150442477876,0.0258
debtors,0.3805309734513274,0.0258
debts,0.30420353982300885,-0.3612
debunk,0.273783185840708,-0.1531
debunks,0.3301991150442478,-0.1531
decay,0.29314159292035397,-0.4019
decayed,0.29535398230088494,-0.3818
decaying,0.28263274336283184,-0.4019
decays,0.37444690265486724,-0.4019
decease,0.17422566371681417,-0.5994
deceased,0.1620575221238938,-0.5994
deceases,0.20353982300884957,-0.5994
deceit,0.1847345132743363,-0.4588
deceitful,0.1875,-0.4404
deceits,0.2411504424778761,-0.5106
deceive,0.21017699115044247,-0.4019
deceived,0.19800884955752213,-0.4404
deceiver,0.22898230088495575,-0.4588
deceives,0.23949115044247787,-0.3818
deceiving,0.15376106194690264,-0.34
decelerate,0.17311946902654868,-0.5267
decelerated,0.17311946902654868,-0.5267
decelerates,0.17311946902654868,-0.5267
decelerating,0.17311946902654868,-0.5267
decent,0.21515486725663716,0.4215
deception,0.18307522123893805,-0.4404
deceptions,0.18307522123893805,-0.4588
deceptive,0.2616150442477876,-0.4019
decide,0.09955752212389381,0.3818
decided,0.09789823008849557,0.3818
decidedly,0.15652654867256638,0.4019
decides,0.15597345132743362,0.3818
deciding,0.08517699115044247,0.3818
decipherable,0.16426991150442477,0.3818
decision,0.19524336283185842,0.4019
decisions,0.19524336283185842,0.4019
decisive,0.271570796460177,0.2263
decisively,0.22898230088495575,0.1779
decisiveness,0.23561946902654868,0.3182
deck,0.09402654867256637,0.2263
decked,0.11172566371681415,0.2263
decking,0.12831858407079647,0.2263
decks,0.19800884955752213,0.2263
declaration,0.20741150442477876,0.3818
declarations,0.20741150442477876,0.3818
declension,0.1404867256637168,-0.4588
declensions,0.1404867256637168,-0.4588
declination,0.15873893805309736,-0.3612
declinations,0.15873893805309736,-0.3612
decline,0.13993362831858408,-0.4019
declined,0.1277654867256637,-0.5106
declines,0.16924778761061948,-0.4019
declining,0.08351769911504425,-0.5106
decompose,0.22842920353982302,-0.4019
decomposed,0.22842920353982302,-0.4019
decomposes,0.22842920353982302,-0.4019
decomposing,0.21515486725663716,-0.4019
decomposition,0.21515486725663716,-0.4019
decompositions,0.21515486725663716,-0.4019
decompress,0.2411504424778761,-0.128
decompressed,0.2411504424778761,-0.128
decompressing,0.2411504424778761,-0.128
decorate,0.29314159292035397,0.2263
decorated,0.2682522123893805,0.2263
decorates,0.29314159292035397,0.2263
decorating,0.24834070796460178,0.2263
decoration,0.25331858407079644,0.4767
decorations,0.25331858407079644,0.4767
decrease,0.23949115044247787,-0.3182
decreased,0.21460176991150443,-0.3182
decreases,0.23949115044247787,-0.3182
decreasing,0.19469026548672566,-0.3182
decrement,0.19303097345132744,-0.3182
decrements,0.19303097345132744,-0.3182
decrepit,0.2560840707964602,-0.5574
decried,0.18528761061946902,-0.3818
decries,0.24336283185840707,-0.3818
decry,0.37776548672566373,-0.3818
decrying,0.3672566371681416,-0.3818
dedicate,0.17146017699115043,0.296
dedicated,0.14657079646017698,0.4588
dedicates,0.17146017699115043,0.296
dedicating,0.12665929203539822,0.296
dedication,0.13163716814159293,0.3818
dedications,0.13163716814159293,0.3818
deep,0.14103982300884957,0.5574
deeper,0.2206858407079646,0.5574
deepest,0.30254424778761063,0.5574
defamatory,0.19745575221238937,-0.4767
defame,0.1261061946902655,-0.3612
defamed,0.12444690265486726,-0.3612
defames,0.18252212389380532,-0.3612
defaming,0.11172566371681415,-0.3612
defeat,0.19524336283185842,-0.4588
defeated,0.17754424778761063,-0.4767
defeater,0.20851769911504425,-0.34
defeating,0.13329646017699115,-0.3818
defeatism,0.1747787610619469,-0.3182
defeatist,0.22511061946902655,-0.4019
defeats,0.2516592920353982,-0.3182
defecate,0.16482300884955753,-0.5574
defecating,0.12002212389380532,-0.5574
defect,0.1863938053097345,-0.34
defected,0.16869469026548672,-0.4019
defecting,0.12444690265486726,-0.4215
defection,0.13440265486725664,-0.34
defections,0.13440265486725664,-0.3612
defective,0.2129424778761062,-0.4404
defectiveness,0.2129424778761062,-0.4215
defectives,0.2129424778761062,-0.4215
defector,0.2217920353982301,-0.4404
defectors,0.2217920353982301,-0.3182
defects,0.24280973451327434,-0.4019
defence,0.12665929203539822,0.1027
defenceless,0.07466814159292036,-0.34
defencelessness,0.07466814159292036,-0.3182
defences,0.15597345132743362,-0.0516
defend,0.12831858407079647,0.4019
defendant,0.14325221238938052,-0.296
defendants,0.14325221238938052,-0.296
defended,0.11061946902654868,0.4019
defender,0.1415929203539823,0.1027
defenders,0.1415929203539823,0.0772
defending,0.06637168141592921,0.4019
defends,0.1847345132743363,0.4019
defenses,0.22676991150442477,0.1779
defensibility,0.14988938053097345,0.1027
defensible,0.1515486725663717,0.2023
defensive,0.2295353982300885,0.0258
defensively,0.2295353982300885,-0.1531
defensiveness,0.2295353982300885,-0.1027
defer,0.16592920353982302,-0.296
deference,0.14214601769911506,0.4767
deferentially,0.17588495575221239,-0.25
deferred,0.2168141592920354,-0.2263
deferring,0.17256637168141592,-0.1779
defers,0.2472345132743363,-0.2263
defiance,0.12389380530973451,-0.296
defiant,0.206858407079646,-0.2263
defiantly,0.26548672566371684,-0.4215
deficiencies,0.06858407079646017,-0.3182
deficiency,0.06858407079646017,-0.3182
deficient,0.09679203539823009,-0.4019
deficit,0.17311946902654868,-0.4019
deficits,0.20243362831858408,-0.4019
defied,0.10232300884955753,-0.296
defies,0.17699115044247787,-0.296
definite,0.1863938053097345,0.2732
definitely,0.14380530973451328,0.4019
definiteness,0.1504424778761062,0.2732
definitive,0.21238938053097345,0.2023
deflated,0.20464601769911506,-0.5423
deflect,0.19358407079646017,-0.1779
deflected,0.1515486725663717,-0.1779
deflecting,0.13163716814159293,-0.1779
deflects,0.22289823008849557,-0.1779
deflower,0.314712389380531,-0.5859
deflowering,0.2704646017699115,-0.5859
deform,0.24280973451327434,-0.3182
deformed,0.22511061946902655,-0.3182
deforming,0.18086283185840707,-0.3182
deforms,0.29922566371681414,-0.3182
defraud,0.3019911504424779,-0.5423
defrauded,0.25995575221238937,-0.5423
defrauding,0.24004424778761063,-0.5423
defrauds,0.3313053097345133,-0.5423
defy,0.29701327433628316,-0.296
defying,0.3313053097345133,-0.296
degenerate,0.19303097345132744,-0.5106
degenerated,0.19303097345132744,-0.2732
degenerates,0.19303097345132744,-0.5106
degenerating,0.19303097345132744,-0.2732
degradable,0.17809734513274336,-0.25
degradation,0.21626106194690264,-0.5267
degradations,0.21626106194690264,-0.3612
degrade,0.19745575221238937,-0.4404
degraded,0.18528761061946902,-0.4215
degrades,0.22676991150442477,-0.4767
degrading,0.14103982300884957,-0.5859
dehumanised,0.2665929203539823,-0.4215
dehumanises,0.2665929203539823,-0.4215
dehumanising,0.2665929203539823,-0.4215
deist,0.314712389380531,0.25
deists,0.39601769911504425,0.25
deities,0.28761061946902655,0.5719
deity,0.42201327433628316,0.5719
deject,0.2040929203539823,-0.4939
dejected,0.1863938053097345,-0.4939
dejects,0.2605088495575221,-0.4588
delay,0.32798672566371684,-0.3182
delayed,0.3301991150442478,-0.2263
delaying,0.3174778761061947,-0.3182
delays,0.4092920353982301,-0.3182
delectable,0.19469026548672566,0.5994
delectation,0.23285398230088494,0.5994
delete,0.23174778761061948,-0.25
deleted,0.23008849557522124,-0.25
deleterious,0.2195796460176991,-0.5267
deletes,0.2881637168141593,-0.25
deleting,0.21736725663716813,-0.25
deletion,0.2361725663716814,-0.2732
deletions,0.2361725663716814,-0.2732
deli,0.11780973451327434,0.1027
deliberate,0.20575221238938052,0.1531
deliberately,0.20575221238938052,0.34
delicacies,0.10121681415929204,0.4019
delicacy,0.273783185840708,0.4019
delicate,0.206858407079646,0.0516
delicately,0.16426991150442477,0.25
delicatessen,0.206858407079646,0.1027
delicatessens,0.206858407079646,0.1027
delicious,0.20741150442477876,0.5719
deliciously,0.20741150442477876,0.4404
delight,0.2002212389380531,0.5994
delighted,0.1581858407079646,0.5106
delightedly,0.1581858407079646,0.5267
delightful,0.2013274336283186,0.5859
delightfully,0.2013274336283186,0.5719
delighting,0.13827433628318583,0.3818
delights,0.2295353982300885,0.4588
delinquent,0.25055309734513276,-0.4588
delirious,0.28207964601769914,0.34
delirium,0.2776548672566372,-0.1531
deliver,0.3185840707964602,0.5106
deliverance,0.2920353982300885,0.5106
delivered,0.27654867256637167,0.5106
deliveries,0.2616150442477876,0.5106
delivering,0.25663716814159293,0.5106
delivers,0.3478982300884956,0.5106
delivery,0.43418141592920356,0.5106
delude,0.26714601769911506,-0.4019
deluded,0.26548672566371684,-0.4019
deludes,0.3235619469026549,-0.4019
deluding,0.25276548672566373,-0.4019
deluge,0.26548672566371684,-0.1779
deluged,0.26382743362831856,-0.1779
deluges,0.3219026548672566,-0.1779
deluging,0.25110619469026546,-0.1779
deluxe,0.44413716814159293,0.4588
demand,0.17975663716814158,-0.128
demanded,0.1620575221238938,-0.2263
demanding,0.11780973451327434,-0.2263
demands,0.2361725663716814,-0.128
demean,0.17146017699115043,-0.4404
demeaned,0.15376106194690264,-0.4404
demeaning,0.10951327433628319,-0.4404
demeans,0.22787610619469026,-0.4404
demented,0.24170353982300885,-0.34
dementedly,0.19911504424778761,-0.3612
